"","uuid","cardNumber","setCode","commander","foil","commander_deck","artist","artistIds","asciiName","attractionLights","availability","boosterTypes","borderColor","cardParts","colorIdentity","colorIndicator","colors","defense","duelDeck","edhrecRank","edhrecSaltiness","faceConvertedManaCost","faceFlavorName","faceManaValue","faceName","finishes","flavorName","flavorText","frameEffects","frameVersion","hand","hasAlternativeDeckLimit","hasContentWarning","hasFoil","hasNonFoil","isAlternative","isFullArt","isFunny","isOnlineOnly","isOversized","isPromo","isRebalanced","isReprint","isReserved","isStarter","isStorySpotlight","isTextless","isTimeshifted","keywords","language","layout","leadershipSkills","life","loyalty","manaCost","manaValue","name","originalPrintings","originalReleaseDate","originalText","originalType","otherFaceIds","power","printings","promoTypes","rarity","rebalancedPrintings","relatedCards","securityStamp","side","signature","sourceProducts","subsets","subtypes","supertypes","text","toughness","type","types","variations","watermark","GreenMana","BlackMana","BlueMana","WhiteMana","RedMana","GreenBlackMana","GreenBlueMana","GreenWhiteMana","GreenRedMana","BlackBlueMana","BlackWhiteMana","BlackRedMana","BlueWhiteMana","BlueRedMana","WhiteRedMana","GreenPhyrexian","BlackPhyrexian","BluePhyrexian","WhitePhyrexian","RedPhyrexian","GreenWhitePhyrexian","GreenRedPhyrexian","WhiteRedPhyrexian","GreenTwo","BlackTwo","BlueTwo","WhiteTwo","RedTwo","ColourlessMana","ManaDiscrep","alchemy","brawl","commanderEDH","duel","explorer","future","gladiator","historic","legacy","modern","oathbreaker","oldschool","pauper","paupercommander","penny","pioneer","predh","premodern","standard","standardbrawl","timeless","vintage"
"258","19a31a18-1d66-585b-b145-e638345ffad9","296","NEO","","Y","Galadriel, Light of Valinor","Maiko Aoji","0f984cfd-16e0-4edb-b9ed-881c98539397","","","arena, mtgo, paper","default","black","","U","","",NA,"",NA,0.76,NA,"",NA,"","nonfoil, foil","","","fullart","2015",NA,"","","True","True","","True","","","","","","True","","","","","","","Japanese","normal","",NA,"","",0,"Island","","","","","","","10E, 2ED, 2XM, 30A, 3ED, 40K, 4BB, 4ED, 5ED, 6ED, 7ED, 8ED, 9ED, AFR, AKH, AKR, ALA, ANA, ANB, ARC, AVR, BBD, BFZ, BRB, BRC, BRO, BTD, C13, C14, C15, C16, C17, C18, C19, CED, CEI, CHK, CLB, CLU, CM2, CMA, CMD, CMM, CMR, CST, DD2, DDE, DDF, DDH, DDI, DDJ, DDM, DDN, DDO, DDQ, DDS, DDT, DDU, DMR, DMU, DOM, DPA, DTK, E01, ELD, FBB, FRF, G17, GK1, GK2, GN2, GN3, GNT, GRN, GS1, H09, HBG, HOP, HOU, ICE, IKO, INV, ISD, ITP, J14, J22, JMP, JVC, KHM, KLD, KLR, KTK, LCI, LEA, LEB, LRW, LTR, M10, M11, M12, M13, M14, M15, M19, M20, M21, MBS, ME1, ME3, MH2, MH3, MID, MIR, MKM, MMQ, MOM, MRD, NEO, NPH, ODY, OLEP, ONE, ONS, ORI, OTJ, P02, P23, PAL00, PAL01, PAL02, PAL03, PAL04, PAL05, PAL06, PAL99, PALP, PANA, PARL, PC2, PCA, PELP, PF19, PF20, PGPX, PGRU, PIP, PLST, PMPS, PMPS06, PMPS07, PMPS08, PMPS09, PMPS10, PMPS11, POR, PPP1, PRM, PRW2, PRWK, PS11, PSAL, PSS2, PSS3, PSS4, PTC, PTK, PZ2, RAV, REX, RIX, RNA, ROE, RQS, RTR, S99, SCD, SHM, SIR, SLD, SNC, SOI, SOM, STX, SUM, TD0, TD2, THB, THS, TMP, TPR, TSP, UGL, UND, UNF, UNH, USG, UST, VOW, WAR, WC00, WC01, WC02, WC03, WC04, WC97, WC98, WHO, WOE, XANA, XLN, ZEN, ZNR","","common","","","","","","{""foil"": [""051c730b-a3b5-552a-acbb-8fa391a6e959"", ""1a8ee330-7570-5181-a459-410edef3d731"", ""793cffee-a608-56fe-a2dc-feccb9af38c5""], ""nonfoil"": [""051c730b-a3b5-552a-acbb-8fa391a6e959"", ""793cffee-a608-56fe-a2dc-feccb9af38c5""]}","","Island","Basic","({T}: Add {U}.)","","Basic Land — Island","Land","e067f68b-0df4-5e4b-ba4e-7f4da4832a6a, f79d5937-5ee7-5d23-add6-ac6ed3ea27c0, cf74a84a-1f1c-5aac-a49d-530cb05224db","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Legal","Legal","Legal","Legal","Legal","Legal","Legal","Legal","Legal","Legal","Legal","","Legal","Legal","Legal","Legal","Legal","Legal","Legal","Legal","Legal","Legal"
"259","19de3ddb-5d5c-5d9c-b6f4-0b92c69cfe7d","246","LCI","",NA,"Draft Cards","Jarel Threat","0fd89fbd-bd59-4ded-890e-731a8982f278","","","arena, mtgo, paper","default","black","","","","",NA,"",12864,NA,NA,"",NA,"","nonfoil, foil","","","","2015",NA,"","","True","True","","","","","","","","","","","","","","Discover","English","normal","",NA,"","{2}",2,"Buried Treasure","","","{T}, Sacrifice Buried Treasure: Add one mana of any color.\n{5}, Exile Buried Treasure from your graveyard: Discover 5. Activate only as a sorcery. (Exile cards from the top of your library until you exile a nonland card with mana value 5 or less. Cast it without paying its mana cost or put it into your hand. Put the rest on the bottom in a random order.)","Artifact — Treasure","","","LCI","","common","","","","","","{""foil"": [""2eed0d45-cdbe-567f-a44a-045f17ecd55a"", ""83d3a4f6-e1f3-5249-b93f-a6e5f27bcf00"", ""955c4191-c152-5025-9248-8c9e49fada0a""], ""nonfoil"": [""2eed0d45-cdbe-567f-a44a-045f17ecd55a"", ""83d3a4f6-e1f3-5249-b93f-a6e5f27bcf00""]}","","Treasure","","{T}, Sacrifice Buried Treasure: Add one mana of any color.\n{5}, Exile Buried Treasure from your graveyard: Discover 5. Activate only as a sorcery. (Exile cards from the top of your library until you exile a nonland card with mana value 5 or less. Cast it without paying its mana cost or put it into your hand. Put the rest on the bottom in a random order.)","","Artifact — Treasure","Artifact","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,"Legal","Legal","Legal","Legal","Legal","Legal","Legal","Legal","Legal","Legal","Legal","","Legal","Legal","Legal","Legal","","","Legal","Legal","Legal","Legal"
"260","19de3ddb-5d5c-5d9c-b6f4-0b92c69cfe7d","246","LCI","",NA,"Draft Cards","Jarel Threat","0fd89fbd-bd59-4ded-890e-731a8982f278","","","arena, mtgo, paper","default","black","","","","",NA,"",12864,NA,NA,"",NA,"","nonfoil, foil","","","","2015",NA,"","","True","True","","","","","","","","","","","","","","Discover","English","normal","",NA,"","{2}",2,"Buried Treasure","","","{T}, Sacrifice Buried Treasure: Add one mana of any color.\n{5}, Exile Buried Treasure from your graveyard: Discover 5. Activate only as a sorcery. (Exile cards from the top of your library until you exile a nonland card with mana value 5 or less. Cast it without paying its mana cost or put it into your hand. Put the rest on the bottom in a random order.)","Artifact — Treasure","","","LCI","","common","","","","","","{""foil"": [""2eed0d45-cdbe-567f-a44a-045f17ecd55a"", ""83d3a4f6-e1f3-5249-b93f-a6e5f27bcf00"", ""955c4191-c152-5025-9248-8c9e49fada0a""], ""nonfoil"": [""2eed0d45-cdbe-567f-a44a-045f17ecd55a"", ""83d3a4f6-e1f3-5249-b93f-a6e5f27bcf00""]}","","Treasure","","{T}, Sacrifice Buried Treasure: Add one mana of any color.\n{5}, Exile Buried Treasure from your graveyard: Discover 5. Activate only as a sorcery. (Exile cards from the top of your library until you exile a nonland card with mana value 5 or less. Cast it without paying its mana cost or put it into your hand. Put the rest on the bottom in a random order.)","","Artifact — Treasure","Artifact","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,"Legal","Legal","Legal","Legal","Legal","Legal","Legal","Legal","Legal","Legal","Legal","","Legal","Legal","Legal","Legal","","","Legal","Legal","Legal","Legal"
"261","19ec4a9a-b080-5b84-b6f9-910f627c7eee","30","CLB","",NA,"Rares","Tatiana Kirgetova","e06c9ef7-2d68-4329-8949-009106ca5990","","","paper","default","black","","W","","W",NA,"",2235,0.28,NA,"",NA,"","nonfoil, foil","","","","2015",NA,"","","True","True","","","","","","","","","","","","","","","English","normal","",NA,"","{3}{W}",4,"Lae'zel's Acrobatics","","","Exile all nontoken creatures you control, then roll a d20.\n1–9 | Return those cards to the battlefield under their owner's control at the beginning of the next end step.\n10–20 | Return those cards to the battlefield under their owner's control, then exile them again. Return those cards to the battlefield under their owner's control at the beginning of the next end step.","Instant","","","CLB, HBG, PCLB","","rare","","","oval","","","{""foil"": [""c0fa8d42-016e-51a5-a6cf-d05167da13ba"", ""c2ecb06a-af21-54e4-80e3-34159a9e8583"", ""d41e5021-de07-569d-b133-c7e058c2f31b""], ""nonfoil"": [""c2ecb06a-af21-54e4-80e3-34159a9e8583"", ""d41e5021-de07-569d-b133-c7e058c2f31b""]}","","","","Exile all nontoken creatures you control, then roll a d20.\n1—9 | Return those cards to the battlefield under their owner's control at the beginning of the next end step.\n10—20 | Return those cards to the battlefield under their owner's control, then exile them again. Return those cards to the battlefield under their owner's control at the beginning of the next end step.","","Instant","Instant","a3d4cf00-d8da-59b2-b220-d14810c18e59","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,"","Legal","Legal","Legal","","","Legal","Legal","Legal","","Legal","","","","","","","","","","Legal","Legal"
"262","19ec5569-c4bf-58ed-b2bc-480b6b8f87af","657","CMM","","","Ghyrson Starn, Kelermorph","Randy Gallegos","a5048cc7-438a-4378-98e4-da99b78e1db0","","","mtgo, paper","","borderless","","","","",NA,"",17,0.15,NA,"",NA,"","nonfoil, foil","","Nothing shatters a peaceful life like newfound riches.","inverted","2015",NA,"","","True","True","","","","","","","","True","","","","","","","English","normal","",NA,"","{2}",2,"Fellwar Stone","","","{T}: Add one mana of any color that a land an opponent controls could produce.","Artifact","","","4BB, 4ED, 5ED, 9ED, AFC, BRC, C15, C16, C17, CLB, CM2, CMD, CMM, DMC, DRK, ME3, MKC, MOC, NCC, NEC, ONC, OTC, PLST, PTC, REN, SLD, WOC","boosterfun","uncommon","","","","","","{""foil"": [""27cadb89-a295-5ce4-89e1-5854303185db"", ""b2bbfbd2-13ee-5cf9-9c3a-8cf33204a839"", ""b9f3d07f-8ad0-5def-8086-e5199e004d4d"", ""d03a0e5f-11c7-504a-a486-44179896f770""], ""nonfoil"": [""27cadb89-a295-5ce4-89e1-5854303185db"", ""b9f3d07f-8ad0-5def-8086-e5199e004d4d"", ""d03a0e5f-11c7-504a-a486-44179896f770""]}","","","","{T}: Add one mana of any color that a land an opponent controls could produce.","","Artifact","Artifact","8bd5b29e-3f81-5c4a-b37c-366fa7cc5adf","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,"","","Legal","Legal","","","","","Legal","Legal","Legal","","Legal","Legal","","","Legal","Legal","","","","Legal"
"263","19f52df8-e5f7-5d3c-ad95-2f2dfe5f337d","161","RAV","","","Dina, Soul Steeper","Justin Sweet","bb15780e-8f96-4823-b258-a7a9fd79b02c","","","mtgo, paper","default","black","","B, G","","G",NA,"",529,0.11,NA,"",NA,"","nonfoil, foil","","Cast out of the Conclave generations ago, these elves found a home in the corrupted districts of the Golgari.","","2003",NA,"","","True","True","","","","","","","","True","","","","","","","English","normal","",NA,"","{G}",1,"Elves of Deep Shadow","","","{T}: Add {B} to your mana pool. Elves of Deep Shadow deals 1 damage to you.","Creature - Elf Druid","","1","DDJ, DRK, F06, GK1, ME3, PLST, PRM, RAV","","common","","","","","","{""foil"": [""fb684793-38fa-5e34-bc75-34cff075443c""], ""nonfoil"": [""2064906f-90f7-5995-ab27-c6150f391afd"", ""303d70f4-790d-5ccf-af92-fb6fe17c2311"", ""fb684793-38fa-5e34-bc75-34cff075443c""]}","","Elf, Druid","","{T}: Add {B}. Elves of Deep Shadow deals 1 damage to you.","1","Creature — Elf Druid","Creature","","golgari",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"","","Legal","Legal","","","","","Legal","Legal","Legal","","Legal","Legal","","","Legal","","","","","Legal"
"264","1a17412d-d43c-5c9d-9c2f-dd7cd6da26eb","77","GK1","","Y","Queen Marchesa","Paul Scott Canavan","c19bfb77-5099-4f7c-8585-6eaf367712c9","","","paper","","black","","R, W","","R, W",NA,"",845,0.7,NA,"",NA,"","foil","","Where Razia was aloof and untouchable, Aurelia is on the frontlines, calling for war.","legendary","2015",NA,"","","True","False","","","","","","","","True","","True","","","","Flying, Haste, Vigilance","English","normal","{""brawl"": false, ""commander"": true, ""oathbreaker"": false}",NA,"","{2}{R}{R}{W}{W}",6,"Aurelia, the Warleader","","","Flying, vigilance, haste\nWhenever Aurelia, the Warleader attacks for the first time each turn, untap all creatures you control. After this phase, there is an additional combat phase.","Legendary Creature — Angel","","3","2X2, GK1, GTC, MUL, V15","","mythic","","","oval","","","{""foil"": [""5a9868f9-7ff5-5386-8e3c-592b909f98f3""]}","","Angel","Legendary","Flying, vigilance, haste\nWhenever Aurelia, the Warleader attacks for the first time each turn, untap all creatures you control. After this phase, there is an additional combat phase.","4","Legendary Creature — Angel","Creature","","boros",0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,"","Legal","Legal","Legal","Legal","","Legal","Legal","Legal","Legal","Legal","","","","Legal","Legal","","","","","Legal","Legal"
"265","1a892e58-6837-5358-b2a9-9d7c166b6a3d","252","7ED","","","Titania, Protector of Argoth","John Howe","040fab39-e3db-4d09-9b2d-214a4e40c6fa","","","mtgo, paper","default","white","","G","","G",NA,"",7135,0.15,NA,"",NA,"","nonfoil","","","","1997",NA,"","","False","True","","","","","","","","True","","","","","","","English","normal","",NA,"","{X}{G}",1,"Hurricane","","","Hurricane deals X damage to each creature with flying and each player.","Sorcery","","","10E, 2ED, 30A, 3ED, 4BB, 4ED, 5ED, 6ED, 7ED, ATH, BRB, CED, CEI, DKM, FBB, ICE, LEA, LEB, OLEP, P02, PLST, POR, PS11, PTC, SUM, WC99","","rare","","","","","","{""nonfoil"": [""338f1f46-3973-5b8b-aafa-ddc9f478609f""]}","","","","Hurricane deals X damage to each creature with flying and each player.","","Sorcery","Sorcery","8d35c130-5727-5833-a53f-22952288c1f6","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"","","Legal","Legal","","","","","Legal","Legal","Legal","","","","Legal","","Legal","Legal","","","","Legal"
"266","1aa0686d-2b89-5ca0-a4c6-58353ac5d7f4","256","C19","","","Ghired, Conclave Exile","Franz Vohwinkel","3a243c17-3baa-4b53-9599-645311cd7d3d","","","mtgo, paper","","black","","G, R","","",NA,"",3751,0.04,NA,"",NA,"","nonfoil","","","","2015",NA,"","","False","True","","","","","","","","True","","","","","","","English","normal","",NA,"","",0,"Kazandu Refuge","","","Kazandu Refuge enters the battlefield tapped.\nWhen Kazandu Refuge enters the battlefield, you gain 1 life.\n{T}: Add {R} or {G}.","Land","","","ARC, C13, C18, C19, CMD, DDH, DDL, PC2, PCA, PLST, SCD, ZEN","","uncommon","","","","","","{""nonfoil"": [""526cc71b-c0d0-5490-94f4-8359a12fe85c""]}","","","","Kazandu Refuge enters the battlefield tapped.\nWhen Kazandu Refuge enters the battlefield, you gain 1 life.\n{T}: Add {R} or {G}.","","Land","Land","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"","","Legal","Legal","","","","","Legal","Legal","Legal","","","","Legal","","Legal","","","","","Legal"
"267","1ab41f4c-6b24-57d9-8556-9776d1d0e850","238","MH2","","","Queen Marchesa","Chris Rahn","7742047e-0f80-4c0f-a530-d07460165e86","","","mtgo, paper","default","black","","","","",NA,"",590,0.55,NA,"",NA,"","nonfoil, foil","","","","2015",NA,"","","True","True","","","","","","","","","","","","","","Equip","English","normal","",NA,"","{3}",3,"Sword of Hearth and Home","","","","","","","LTC, MH2, PMH2, PRM","","mythic","","","oval","","","{""foil"": [""1fc1a634-d083-59eb-8194-2e6da14e912e"", ""ad26d972-c187-5109-ba88-301a89762c34""], ""nonfoil"": [""1fc1a634-d083-59eb-8194-2e6da14e912e"", ""ad26d972-c187-5109-ba88-301a89762c34""]}","","Equipment","","Equipped creature gets +2/+2 and has protection from green and from white.\nWhenever equipped creature deals combat damage to a player, exile up to one target creature you own, then search your library for a basic land card. Put both cards onto the battlefield under your control, then shuffle.\nEquip {2}","","Artifact — Equipment","Artifact","512ab9da-8eaa-57dd-b2d2-ecb7d4e7678c, 9cdf38ce-0201-5732-835f-02afd037bb5d","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,"","","Legal","Legal","","","","","Legal","Legal","Legal","","","","Legal","","","","","","","Legal"
"268","1adb623f-d228-5068-a2d9-cc376794ba34","166","LCI","",NA,"Draft Cards","John Tedrick","4da667fd-a4ad-4aea-ba20-db542810e01b","","","arena, mtgo, paper","default","black","","R","","R",NA,"",13082,NA,NA,"",NA,"","nonfoil, foil","","","","2015",NA,"","","True","True","","","","","","","","","","","","","","Cycling, Mountaincycling, Trample","English","normal","",NA,"","{4}{R}{R}",6,"Seismic Monstrosaur","","","Trample\n{2}{R}, Sacrifice a land: Draw a card.\nMountaincycling {2} ({2}, Discard this card: Search your library for a Mountain card, reveal it, put it into your hand, then shuffle.)","Creature — Dinosaur","","6","LCI","","common","","","","","","{""foil"": [""2eed0d45-cdbe-567f-a44a-045f17ecd55a"", ""83d3a4f6-e1f3-5249-b93f-a6e5f27bcf00"", ""955c4191-c152-5025-9248-8c9e49fada0a""], ""nonfoil"": [""2eed0d45-cdbe-567f-a44a-045f17ecd55a"", ""83d3a4f6-e1f3-5249-b93f-a6e5f27bcf00""]}","","Dinosaur","","Trample\n{2}{R}, Sacrifice a land: Draw a card.\nMountaincycling {2} ({2}, Discard this card: Search your library for a Mountain card, reveal it, put it into your hand, then shuffle.)","5","Creature — Dinosaur","Creature","","",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA,"Legal","Legal","Legal","Legal","Legal","Legal","Legal","Legal","Legal","Legal","Legal","","Legal","Legal","Legal","Legal","","","Legal","Legal","Legal","Legal"
"269","1af9ac64-e096-5e46-b7b3-ec69b713317f","223","CMR","",NA,"Draft Cards","D. Alexander Gregory","38433e15-f0f5-4223-a985-2d13c4aa0922","","","mtgo, paper","default","black","","G","","G",NA,"",1456,0.07,NA,"",NA,"","nonfoil, foil","","""From a tiny sprout, the greatest trees grow and flourish. May the seeds of your mind be equally fruitful.""","","2015",NA,"","","True","True","","","","","","","","True","","","","","","","English","normal","",NA,"","{1}{G}",2,"Elvish Visionary","","","When Elvish Visionary enters the battlefield, draw a card.","Creature — Elf Shaman","","1","ALA, BBD, C14, C15, CMA, CMR, DDR, DPA, F10, GN3, HA1, LTC, M10, M13, ORI, PLST, PRM, PS11, SLD, TD0","","common","","","","","","{""foil"": [""001651e5-5141-5c9e-8f7c-b3bf3b23c148"", ""e9d6937e-7f1e-501a-afa8-0decee438eea""], ""nonfoil"": [""e9d6937e-7f1e-501a-afa8-0decee438eea""]}","","Elf, Shaman","","When Elvish Visionary enters the battlefield, draw a card.","1","Creature — Elf Shaman","Creature","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,"","Legal","Legal","Legal","Legal","","Legal","Legal","Legal","Legal","Legal","","Legal","Legal","Legal","Legal","Legal","","","","Legal","Legal"
"270","1b193b42-8ab7-5f25-b2b9-63aeb10e7e31","398","LCI","","","Clavileño, First of the Blessed","Adam Paquette","89023dad-e6c0-41e0-83fb-eb2bfbbdc3f2","","","arena, mtgo, paper","default","black","","B","","",NA,"",NA,0.29,NA,"",NA,"","nonfoil, foil","","","","2015",NA,"","","True","True","","","","","","","","True","","","","","","","English","normal","",NA,"","",0,"Swamp","","","","Basic Land — Swamp","","","10E, 2ED, 2XM, 30A, 3ED, 40K, 4BB, 4ED, 5ED, 6ED, 7ED, 8ED, 9ED, AFR, AKH, AKR, ALA, ANA, ANB, ARC, ATH, AVR, BBD, BFZ, BRB, BRC, BRO, BTD, C13, C14, C15, C16, C17, C18, C19, CED, CEI, CHK, CLB, CLU, CM2, CMA, CMD, CMM, CST, DDC, DDD, DDE, DDH, DDJ, DDK, DDM, DDN, DDP, DDQ, DDR, DKM, DMR, DMU, DOM, DPA, DTK, DVD, E01, ELD, FBB, FRF, G17, GK1, GK2, GN2, GN3, GNT, GRN, GVL, H09, HBG, HOP, HOU, ICE, IKO, INV, ISD, ITP, J14, J22, JMP, KHM, KLD, KLR, KTK, LCI, LEA, LEB, LRW, LTR, M10, M11, M12, M13, M14, M15, M19, M20, M21, MBS, MD1, ME1, ME3, MH2, MH3, MID, MIR, MKM, MMQ, MOM, MRD, NEO, NPH, ODY, OLEP, ONE, ONS, ORI, OTJ, P02, P23, PAL00, PAL01, PAL03, PAL04, PAL05, PAL06, PAL99, PALP, PANA, PARL, PC2, PCA, PD3, PELP, PF19, PF20, PGPX, PGRU, PHUK, PIP, PLST, PMPS, PMPS06, PMPS07, PMPS08, PMPS09, PMPS10, PMPS11, POR, PPP1, PRM, PRW2, PRWK, PS11, PSAL, PSS2, PSS3, PSS4, PTC, PTK, RAV, REX, RIX, RNA, ROE, RQS, RTR, S99, SCD, SHM, SIR, SLD, SNC, SOI, SOM, STX, SUM, TD0, TD2, THB, THS, TMP, TPR, TSP, UGL, UND, UNF, UNH, USG, UST, VOW, WAR, WC01, WC02, WC03, WC97, WC98, WC99, WHO, WOE, XANA, XLN, ZEN, ZNR","","common","","","","","","","","Swamp","Basic","({T}: Add {B}.)","","Basic Land — Swamp","Land","4a4f04ac-4837-5397-a39d-519fb6891401, db27fc4f-d97d-50ef-a942-d11f205bb537","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Legal","Legal","Legal","Legal","Legal","Legal","Legal","Legal","Legal","Legal","Legal","","Legal","Legal","Legal","Legal","Legal","Legal","Legal","Legal","Legal","Legal"
"271","1b193b42-8ab7-5f25-b2b9-63aeb10e7e31","398","LCI","","","Clavileño, First of the Blessed","Adam Paquette","89023dad-e6c0-41e0-83fb-eb2bfbbdc3f2","","","arena, mtgo, paper","default","black","","B","","",NA,"",NA,0.29,NA,"",NA,"","nonfoil, foil","","","","2015",NA,"","","True","True","","","","","","","","True","","","","","","","English","normal","",NA,"","",0,"Swamp","","","","Basic Land — Swamp","","","10E, 2ED, 2XM, 30A, 3ED, 40K, 4BB, 4ED, 5ED, 6ED, 7ED, 8ED, 9ED, AFR, AKH, AKR, ALA, ANA, ANB, ARC, ATH, AVR, BBD, BFZ, BRB, BRC, BRO, BTD, C13, C14, C15, C16, C17, C18, C19, CED, CEI, CHK, CLB, CLU, CM2, CMA, CMD, CMM, CST, DDC, DDD, DDE, DDH, DDJ, DDK, DDM, DDN, DDP, DDQ, DDR, DKM, DMR, DMU, DOM, DPA, DTK, DVD, E01, ELD, FBB, FRF, G17, GK1, GK2, GN2, GN3, GNT, GRN, GVL, H09, HBG, HOP, HOU, ICE, IKO, INV, ISD, ITP, J14, J22, JMP, KHM, KLD, KLR, KTK, LCI, LEA, LEB, LRW, LTR, M10, M11, M12, M13, M14, M15, M19, M20, M21, MBS, MD1, ME1, ME3, MH2, MH3, MID, MIR, MKM, MMQ, MOM, MRD, NEO, NPH, ODY, OLEP, ONE, ONS, ORI, OTJ, P02, P23, PAL00, PAL01, PAL03, PAL04, PAL05, PAL06, PAL99, PALP, PANA, PARL, PC2, PCA, PD3, PELP, PF19, PF20, PGPX, PGRU, PHUK, PIP, PLST, PMPS, PMPS06, PMPS07, PMPS08, PMPS09, PMPS10, PMPS11, POR, PPP1, PRM, PRW2, PRWK, PS11, PSAL, PSS2, PSS3, PSS4, PTC, PTK, RAV, REX, RIX, RNA, ROE, RQS, RTR, S99, SCD, SHM, SIR, SLD, SNC, SOI, SOM, STX, SUM, TD0, TD2, THB, THS, TMP, TPR, TSP, UGL, UND, UNF, UNH, USG, UST, VOW, WAR, WC01, WC02, WC03, WC97, WC98, WC99, WHO, WOE, XANA, XLN, ZEN, ZNR","","common","","","","","","","","Swamp","Basic","({T}: Add {B}.)","","Basic Land — Swamp","Land","4a4f04ac-4837-5397-a39d-519fb6891401, db27fc4f-d97d-50ef-a942-d11f205bb537","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Legal","Legal","Legal","Legal","Legal","Legal","Legal","Legal","Legal","Legal","Legal","","Legal","Legal","Legal","Legal","Legal","Legal","Legal","Legal","Legal","Legal"
"272","1b193b42-8ab7-5f25-b2b9-63aeb10e7e31","398","LCI","","","Clavileño, First of the Blessed","Adam Paquette","89023dad-e6c0-41e0-83fb-eb2bfbbdc3f2","","","arena, mtgo, paper","default","black","","B","","",NA,"",NA,0.29,NA,"",NA,"","nonfoil, foil","","","","2015",NA,"","","True","True","","","","","","","","True","","","","","","","English","normal","",NA,"","",0,"Swamp","","","","Basic Land — Swamp","","","10E, 2ED, 2XM, 30A, 3ED, 40K, 4BB, 4ED, 5ED, 6ED, 7ED, 8ED, 9ED, AFR, AKH, AKR, ALA, ANA, ANB, ARC, ATH, AVR, BBD, BFZ, BRB, BRC, BRO, BTD, C13, C14, C15, C16, C17, C18, C19, CED, CEI, CHK, CLB, CLU, CM2, CMA, CMD, CMM, CST, DDC, DDD, DDE, DDH, DDJ, DDK, DDM, DDN, DDP, DDQ, DDR, DKM, DMR, DMU, DOM, DPA, DTK, DVD, E01, ELD, FBB, FRF, G17, GK1, GK2, GN2, GN3, GNT, GRN, GVL, H09, HBG, HOP, HOU, ICE, IKO, INV, ISD, ITP, J14, J22, JMP, KHM, KLD, KLR, KTK, LCI, LEA, LEB, LRW, LTR, M10, M11, M12, M13, M14, M15, M19, M20, M21, MBS, MD1, ME1, ME3, MH2, MH3, MID, MIR, MKM, MMQ, MOM, MRD, NEO, NPH, ODY, OLEP, ONE, ONS, ORI, OTJ, P02, P23, PAL00, PAL01, PAL03, PAL04, PAL05, PAL06, PAL99, PALP, PANA, PARL, PC2, PCA, PD3, PELP, PF19, PF20, PGPX, PGRU, PHUK, PIP, PLST, PMPS, PMPS06, PMPS07, PMPS08, PMPS09, PMPS10, PMPS11, POR, PPP1, PRM, PRW2, PRWK, PS11, PSAL, PSS2, PSS3, PSS4, PTC, PTK, RAV, REX, RIX, RNA, ROE, RQS, RTR, S99, SCD, SHM, SIR, SLD, SNC, SOI, SOM, STX, SUM, TD0, TD2, THB, THS, TMP, TPR, TSP, UGL, UND, UNF, UNH, USG, UST, VOW, WAR, WC01, WC02, WC03, WC97, WC98, WC99, WHO, WOE, XANA, XLN, ZEN, ZNR","","common","","","","","","","","Swamp","Basic","({T}: Add {B}.)","","Basic Land — Swamp","Land","4a4f04ac-4837-5397-a39d-519fb6891401, db27fc4f-d97d-50ef-a942-d11f205bb537","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Legal","Legal","Legal","Legal","Legal","Legal","Legal","Legal","Legal","Legal","Legal","","Legal","Legal","Legal","Legal","Legal","Legal","Legal","Legal","Legal","Legal"
